ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,9.837379,2.768265,7.378281,1.838652,13.24622,0.2791651,16.45029,23.90177,RIGHT_ACCELERATE
-1,9.294339,3.167536,7.230817,2.015291,13.42214,0.2791646,17.94181,24.00263,ACCELERATE
-1,9.054139,3.456496,7.050373,2.19668,13.59755,0.2791596,19.40346,24.10146,ACCELERATE
-1,8.838702,3.721179,6.881555,2.365342,13.76435,0.27916,20.8728,24.20074,ACCELERATE
-1,8.628428,3.979273,6.716966,2.529798,13.9276,0.2791595,22.3674,24.30168,ACCELERATE
-1,8.422329,4.231945,6.55594,2.690729,14.08556,0.27916,23.85214,24.40192,ACCELERATE
-1,8.229461,4.468248,6.405419,2.841187,14.23868,0.2791591,25.31712,24.50081,ACCELERATE
-1,8.030878,4.711443,6.250558,3.053479,14.39101,0.2791594,26.7923,24.60037,ACCELERATE
-1,7.824965,4.963542,6.090061,3.156458,14.54926,0.2791598,28.3377,24.70467,ACCELERATE
-1,7.639006,5.191174,5.945163,3.301326,14.69616,0.2791596,29.78049,24.80203,ACCELERATE
19.771,7.433817,5.442296,5.785324,3.461138,14.85153,0.2791608,31.31229,24.90539,ACCELERATE
18.27905,7.232094,5.683349,5.634464,3.611977,15.00233,0.2791597,32.80308,25.00599,ACCELERATE
